review_id,review,sentiment_label,sentiment_score,identified_theme
183,"Why doesn't it show your previous bank balances alongside the transactions! It should show previous balances too! Only shows recent transaction, it must show old transactions as well! It would be great if you could print your bank statement from the app",positive,0.0847222222222222,User Interface & Experience
184,Make it available to all smart phone. It selects some phone to be down load from play store. It also better to be transfer through xenders . Better from previous one but need some support to be available to all smart phone.,positive,0.2382936507936508,Feature Requests
185,"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",positive,0.4047619047619047,Feature Requests
186,"The app doesn't have more option. I expected more and convinient features than other local banks mobile app however i found it poor. Pls add option where clients can check statment back dated, ....etc u need to advace the security like disabling screen shots from mobile device. I recommend you to bench mark Wells Fargo app.",positive,0.0535714285714285,Feature Requests
187,Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,negative,-0.0297619047619047,User Interface & Experience
188,I tried to transfer a payment to my friend. The app did not show me any confirmation of a payment I belived as the payment was not sent to my friend so I tried many times. At the end I have found out that my account was out of balance. Its A Crazy And Unreliable App.,negative,-0.0499999999999999,User Interface & Experience
189,"You guys really need to improve the app. I know there are lots of users, more than any other bank. But still look at telebirr. There is an issue of receiving text when money is deposited. Buying airline ticket is a Hussle. The app in its current state doesn't represent the giant CBE!!",positive,0.1149999999999999,User Interface & Experience
190,"I feel good, it is time and energy saving and also the first platform to digitalization of the financial issue. I want to remanid the developers to make more accessible and add more feature to it!",positive,0.4083333333333334,Feature Requests
191,"I love this app, it is easy to use and makes my life easier. Sometimes it says time out but sends money and sends agin. To send for other banks it is almost difficult and for other telbirr customers not totally possible yet. If these issues solved, the app is supper 5 star.",positive,0.0305555555555555,User Interface & Experience
192,"CBE, please fix this app or you'll be left behind. Considering this was one of the first banking apps in Ethiopia, most bugs should have been fixed by now. But bugs still abound. It worked from outside Ethiopia but not for long. I haven't been able to use it (from outside Ethiopia) for the past 4 weeks. No updates visible. Nothing against the country that I dearly love. But this app is the one-eyed version as far as banking apps go. You know... a one-eyed man is a king...",positive,0.1041666666666666,Feature Requests
193,"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",positive,0.1,User Interface & Experience
194,"I’ve noticed two key issues with your app: 1. Username Visibility: The app doesn’t display the username, making verification difficult. Please add this feature. 2. Transaction History: Transaction history gets deleted if the app is reinstalled. This data should remain accessible unless manually deleted by the user. A ""Load More"" option for older transactions would also be helpful. These issues have caused inconvenience. Fixing them would greatly improve the user experience. Thank you.",positive,0.2236111111111111,User Interface & Experience
195,"The CBE Mobile Banking App has truly exceeded my expectations. It offers a seamless and reliable banking experience right at my fingertips. From checking my account balance to transferring funds, the app performs flawlessly every time. It's impressive.",positive,0.4971428571428571,User Interface & Experience
196,"Nothing is working after the last update. Please fix it. With the previous version, when transfering money, it shows error message while the transfer is already made. It is causing unnecessary double transfers.",negative,-0.1416666666666666,User Interface & Experience
197,"1. Withdrawal messages are not received regularly 2. Apps need to be more friendly use in terms of operation, 3. Apps lack some advanced security features, Additional comment: 4. Now that we are using modern technology, requirements for Bank Book should fade away with time. Some Branch offices do not entertain customers w/out Bank Book. Thanks and best regards",positive,0.3821428571428571,Feature Requests
198,I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,positive,0.1355218855218855,Feature Requests
199,"This ought to be a major update in a while. The graphical user interface has been well improved. However, a very important feature that used to exist in the old versions, which used to allow the user to transfer money within his own accounts in the CBE at ease has to be reinstated back.",positive,0.2565,User Interface & Experience
200,"Since I started using this app it. Really helped me a lot. The CBE started some years ago and it is good progress, other foreign banks has money years experience and and the technology is theirs. Yes some inconvenience can occur the bank have to simplify it fast. Keep on going!!!",positive,0.2081249999999999,User Interface & Experience
201,"What a trash app! Trash! Trash! Trash! Whenever you want to use the app after once you uninstall it, or receive it from someone else, it will ask you for a new verification. Again, after you clear the cache and data, you will be required to ask a verification code from the nearby bank physically too! What a shame! Never use this app! Your account pass code is unsecure in this app. STOP using this app! I Do!",positive,0.0787878787878787,Feature Requests
202,"It cannot start. The old version was working perfectly. I am currently out of Ethiopia and cannot go to the bank to see what is the problem. Now I have no access to my account and with coronavirus travel restrictions, cannot go back to Ethiopia either. Is it possible to get an authorization key so that user can remotely reinstall/register the app?",neutral,0.0,User Interface & Experience
203,"With your new CBE mobile app version, it is gonna be alright and much interactice I hope. However, using it in weaker internet connection is often tiring... 4 issues... 1. One thing, please allow the use to subscribe or unsubscribe from the service without the subscriber requiring him to come to your office in person.... 2. You may also introduce two-factor authorization, like if someone even has got your pin, 3. Consider includng water billing and 4.update your apps often work on improvements",positive,0.1681818181818181,Feature Requests
204,"1.Very unstable, continuously crashes. 2.There is an incredible amount of balance and transaction synchronization errors. 3.Have tries to make a transfer of 60k since yesterday still not able to due to errors popups with no message to explain error. For a bank, that is quite embarrassing and dangerous.",negative,-0.0349999999999999,User Interface & Experience
205,"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",positive,0.1363636363636363,Account Access Issues
206,It is a a much better App than other Private Banks. But you have to include the following options; 1. The Bank Statement should be Unlimited. It should allow to see all Transactions by Tracing Back. No Need to Limit it with only one Page Transaction (May be 10Page). 2. You have to Work on transferring Money to other Banks too. You can ask additional payment for it. But the Service will be Essential for Us.,positive,0.03125,User Interface & Experience
207,fast and simple easy to use 👌,positive,0.2111111111111111,Feature Requests
208,"I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.",positive,0.1763333333333333,User Interface & Experience
209,"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",negative,-0.03,User Interface & Experience
210,We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,neutral,0.0,User Interface & Experience
211,"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !",negative,-0.1099999999999999,Feature Requests
212,I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,negative,-0.05,User Interface & Experience
213,"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",positive,0.0214285714285714,Customer Support
214,Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,positive,0.1111111111111111,User Interface & Experience
215,"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",positive,0.1982323232323232,Feature Requests
216,"I am extremely disappointed with this App. Every time I try to change my PIN, I receive an error message saying ""unable to connect to server."" Additionally, my transaction processes always fail. As a well-known company, I expected better service from CBE.",negative,-0.27,User Interface & Experience
217,"Dear all, if you're an iOS user then the new update doesn't work at all. Those of you who use the Android App and you've been having troubles your user credentials have expired that's why it doesn't even load your balance, so you need to go to your branch and have them fix that!",positive,0.1704545454545454,Feature Requests
218,"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",positive,0.3617424242424242,Feature Requests
219,The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,negative,-0.065625,User Interface & Experience
220,"My internate banking is not allowing me to transfer to another bank. While having this app, the application asks me to contact a nearby nmbranch. Don't save your money trysting this application. It is so bad! It doesn't even have help icon included. I dislike this up.",negative,-0.8749999999999998,User Interface & Experience
221,"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",positive,0.14375,User Interface & Experience
222,"I used this app for a long time , and i like it, its user friendly, not complicated at all, and more over it makes life easier for real. But the now after some times, this app is working better only on wifi, .. its veary hard to use it with mobile data, so please do something",positive,0.1854166666666666,Feature Requests
223,"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",negative,-0.142361111111111,Customer Support
224,"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",neutral,0.0,Customer Support
225,Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,negative,-0.0333333333333333,Feature Requests
226,"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",positive,0.24375,Feature Requests
227,"The app got dumber in the last update. Poorly organized, redundant item across different categories. I wrote this review with my phone barred from calls because I couldn't settle my bill from your old ""utilities"" or the newly added ""utility"" tab.",negative,-0.0606060606060606,Feature Requests
228,"The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.",negative,-0.0049772727272727,User Interface & Experience
229,easy to use and user friendly,positive,0.4041666666666667,Feature Requests
230,"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",positive,0.1399999999999999,User Interface & Experience
231,"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",negative,-0.15,User Interface & Experience
232,It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,positive,0.347,Feature Requests
233,"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",positive,0.4080357142857143,Feature Requests
234,"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",positive,0.0671428571428571,User Interface & Experience
235,"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",positive,0.4833333333333333,User Interface & Experience
236,"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",neutral,0.0,User Interface & Experience
237,because sometimes it doesn't working it load too much,positive,0.2,Customer Support
238,It's good but try to make it facilitate for your client,positive,0.7,Transaction Performance
239,"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",positive,0.0166666666666666,Feature Requests
240,"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",positive,0.35,User Interface & Experience
241,Amazing applicatiom sometimes doesnt work!,positive,0.7500000000000001,Customer Support
242,"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",negative,-0.0366666666666666,Customer Support
243,I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,negative,-0.15,Feature Requests
244,It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,positive,0.0799999999999999,User Interface & Experience
245,"It is a very nice and easy app to use. There is only one thing i would like you to add. If you could transfer from your account to another person's telebirr account, it only works to your own phone number",positive,0.3626666666666667,User Interface & Experience
246,"Better than pervious,Nice interface and looking. However , *better to include balance after each withdraw/deposit. *include water services ( You show it in the app but not there) *Make it Printable via bluetooth printer *",positive,0.5,Feature Requests
247,"Terrible! I had to use it to pay for my service at Document Authentication & Registration office. I hit confirm it says try again & I hit confirm again & it ends up sending the money twice. Then I had to write a letter to the office to get my money back & it is been more than 2 weeks but I didn't get my money back yet. I talked the issue to my branch they said you are lucky the issue is with a gov't office, they would do their accounting and return your money, but there is nothing they can do.",negative,-0.0333333333333333,User Interface & Experience
248,"After the update I received today, I have tried to conduct transfer to other CBE accounts and it continously brings error messages saying none available. It is also not allowing me to download the transacation picture as is advertised here. Please do something CBE as this app is continuing to frustrate me again and again.",positive,0.1375,User Interface & Experience
249,"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",positive,0.1591836734693877,Feature Requests
250,"grate application, simple and fast. just 2 comments. 1, on recently transaction list please make the very recent first. it lists randomly. 2, put a copy icon next to account number so that we can copy instantly.",negative,-0.0062499999999999,User Interface & Experience
251,It is very comfortable and simple to use!!! But whay standing order is not work?,positive,0.26,Customer Support
252,"Amazing, very friendly and awesome application. Only one drwaback is that you are not willy to make it active after blocking the mobile banking via 951. I am not still using once blocked. You send me to the branch banks but they don't have enough skill to help.",positive,0.3256944444444445,Feature Requests
253,excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,positive,0.4114285714285713,User Interface & Experience
254,"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",positive,0.4716666666666667,Transaction Performance
255,New update version 5.0.9 keeps crashing it needs maintenance,positive,0.1363636363636363,Account Access Issues
256,"Before years later i used this app and is used to work in mobile data eventhough it doesn't have different features like this version but now it doesn't even sync my balance and even can't use any of the services it says "" can't sync "" and "" none available "" 😡🤬😡",positive,0.1333333333333333,Feature Requests
257,"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",positive,0.5875,Account Access Issues
258,"Very unsafe! The password is stored in the phone, which is very unsafe. And once you entered the password, there is no timeout nor ask for password while making transaction. Therefore, if you have stolen your phone, you may end-up loosing your money",positive,0.225,User Interface & Experience
259,The app protects me from screenshot after update. Please make revision on the app.,neutral,0.0,Feature Requests
260,"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",positive,0.225,Feature Requests
261,"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",positive,0.1041666666666666,Feature Requests
262,"this app is very useful app,it saves time,and it is secure",positive,0.395,Feature Requests
263,user-friendly apps.because this app is easy.,positive,0.4333333333333333,Feature Requests
264,sync problem may 22 2025 but the date stack on may 8 2025 help pls,neutral,0.0,Feature Requests
265,"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",negative,-0.2049999999999999,User Interface & Experience
266,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,positive,0.8,Feature Requests
267,it is reliable and easy to use.,positive,0.4333333333333333,Feature Requests
268,The fastest transferring app I ever had its so reliable,neutral,0.0,Feature Requests
269,"i can't make Screenshout in this app, please made modification",neutral,0.0,Feature Requests
270,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,positive,0.375,User Interface & Experience
271,"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...",positive,0.4333333333333333,Customer Support
272,it's easy and fast,positive,0.3166666666666666,Feature Requests
273,the most annoying mobile banking app I've ever seen,negative,-0.15,Feature Requests
274,I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.,positive,0.5,Feature Requests
275,"it,s good app and time manager 👍",positive,0.7,Transaction Performance
276,It is veary useful app but screen shout was impossible .solve this problem,negative,-0.1833333333333333,Feature Requests
277,"1. It is good, flexible, simple and easy. But it can't serve offiline and didn't compliment with the ussd *889# 2. Checking Account balance is off and hidden under transfer.",positive,0.2416666666666666,User Interface & Experience
278,"Can developers present options to see transactions details like locations ( city ) or CBE branches where transactions are initiated or identity who wired transfers rather than simple generic term ""transfer"" ? This option helps to track cash in flows without going to nearby CBE branch to learn details of a transaction. Apart from this, the app is great and make life easy.",positive,0.2466666666666666,User Interface & Experience
279,It's the worst! I just transfer from my cbe account in to my tele birr account for urgent case but unfortunately it holds. And there customer service workers told me it will be returned in to my cbe account after 3 or 5 working days if its not credited in to my telebirr account. How's that working? This bank is a pioneer in from the country. It's really annoying this happens for second time. Please amend your network services. Am totally annoyed by cbe.,negative,-0.5399999999999999,User Interface & Experience
280,Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,positive,0.0049999999999999,User Interface & Experience
281,"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",positive,0.3444444444444444,Feature Requests
282,"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",positive,0.072,Feature Requests
283,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,positive,0.195,Customer Support
284,Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,positive,0.25,User Interface & Experience
285,"the app is very good, but why screenshots is impossible?",positive,0.1216666666666666,Transaction Performance
286,best app for this vast digital finanical word,positive,0.3333333333333333,Transaction Performance
287,wonder full and it is easy to use,positive,0.3916666666666666,Feature Requests
288,why did the screen shot stopped ?????,neutral,0.0,Feature Requests
289,"realy I donot seen like this application ! fast ,safe ande confortable",positive,0.35,Feature Requests
290,bring back the screenshot feature.,neutral,0.0,Feature Requests
291,very good app and stars faction with work,positive,0.91,Transaction Performance
292,easy and reliable,positive,0.4333333333333333,Feature Requests
293,You need to copy many things from other bank apps like Amole(Dashen),positive,0.1875,Feature Requests
294,Can't scan/recognize other banks' Interoperable QR Codes,negative,-0.125,Feature Requests
295,"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",negative,-0.03125,Feature Requests
296,very interesting app i am using every day fantastic,positive,0.525,Feature Requests
297,Screenshot or slip not working,neutral,0.0,Customer Support
298,"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",positive,0.275,Feature Requests
299,very busy I don't know why... I prefer 889,positive,0.13,Feature Requests
300,I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,positive,0.127797619047619,Feature Requests
301,how do you disable screenshots on a banking app you are very unserious people,positive,0.2,Feature Requests
302,"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",positive,0.20625,Account Access Issues
303,"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",positive,0.26,User Interface & Experience
304,It's best app but Please add(included) payment of water bill,positive,1.0,Transaction Performance
305,"It's been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!",positive,0.525,Feature Requests
306,It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,positive,0.3166666666666667,User Interface & Experience
307,- Stop showing toasts on errors. It keeps showing up after app is closed - Show paged transaction history. The latest 10 is not enough. - Network error is happening and it's taking money without filling airtime to my phone ...,positive,0.1333333333333333,User Interface & Experience
308,"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.",positive,0.2202380952380952,Feature Requests
309,This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,negative,-0.5,User Interface & Experience
310,The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,negative,-0.0555555555555555,Feature Requests
311,"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",positive,0.05,Feature Requests
312,"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",positive,0.0681818181818181,Feature Requests
313,Convenient and safe to use! Better to show more transaction history 👍,positive,0.5416666666666666,User Interface & Experience
314,It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,positive,0.6333333333333334,User Interface & Experience
315,"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",neutral,0.0,Feature Requests
316,I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,positive,0.2454545454545454,Feature Requests
317,Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,negative,-0.75,Feature Requests
318,Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,neutral,0.0,Feature Requests
319,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,positive,0.2166666666666666,Feature Requests
320,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,positive,0.5,Feature Requests
321,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,negative,-0.3333333333333333,Feature Requests
322,"This is the worst update ever, the older version was better. It has so much bug.",negative,-0.0333333333333333,Feature Requests
323,It is Better to use and Save time. I truly appreciate the Bank System.,positive,0.5,Feature Requests
324,Updating the app is must everytime they release it even to reload the transaction.,neutral,0.0,User Interface & Experience
325,"Simple bug fix, would help if current exchange rate is displayed on the app.",neutral,0.0,Feature Requests
326,"You can not track your transaction history with correct date, time and order",neutral,0.0,User Interface & Experience
327,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,neutral,0.0,Feature Requests
328,The app crashes too many times. It's a buggy app,positive,0.5,Account Access Issues
329,"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",positive,0.15,Feature Requests
330,very inconvenience to use. unreliable and needs upgrades!!!,positive,0.390625,Feature Requests
331,"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",positive,0.75,User Interface & Experience
332,"I am facing difficulties related to network issues, while I have a good internet connection.",positive,0.35,Transaction Performance
333,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,positive,0.35,Transaction Performance
334,"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",positive,0.5633333333333334,Feature Requests
335,The qr code scans must be backed to see the transfer is done and to use it easily,positive,0.4333333333333333,User Interface & Experience
336,"After the last two update, I am facing the worst experience with this app.",negative,-0.5,Feature Requests
337,"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",positive,0.0729166666666666,User Interface & Experience
338,"It is Nice, but some times details of credited amount not shown from whom sent.",positive,0.6,User Interface & Experience
339,"Great UX, simple to use yet has all necessary features.",positive,0.2666666666666666,Feature Requests
340,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,negative,-0.1666666666666666,Feature Requests
341,It's a good app but I have two suggestions. It would be nice if it had an option to change between our own accounts. The option for downloading and sharing transactions that we have made does not work,positive,0.6333333333333333,User Interface & Experience
342,needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,positive,0.2115885416666667,User Interface & Experience
343,"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",positive,0.6766666666666667,User Interface & Experience
344,I have been used this app from the beginning and like it. On the current updated version it states we can share and save the transaction details. However it can't share or save. The only option I am using is Screenshot. So would you please review it?,neutral,0.0,Feature Requests
345,"I don't know what to do with this app anymore..after I synconized it, it doesn't show the features or the tools that needed to use for, just it shows my balance.. needed to be fixed asap.",positive,0.1,Feature Requests
346,When you refresh your account it's slow and it doesn't tell you the latest update time. This means you don't know whether the figure you see is old or new. This upgrade was actually a downgrade!,positive,0.0872727272727272,User Interface & Experience
347,"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",positive,0.1333333333333333,Feature Requests
348,"With the recent update, I faced a serious problem similar to those mentioned by others. Hence I have to uninstall and reinstall the app...and it is working well now. I strongly suggest if CBE makes a regular check and take a quick corrective actions on reviews made by customers!!!",positive,0.1251736111111111,Customer Support
349,its good and simple to use,positive,0.35,Transaction Performance
350,"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",positive,0.3111111111111111,Feature Requests
351,Unrealeble in many ways; double payment more than 5 times; frequent interruptions; and don't produce receipt more often. CBE - pls come up with a better version as we move more and more to e-payement.,positive,0.3875,Feature Requests
