review,rating,date,bank,source
Th app is great. But you can't make the same amount of payment with the same reason more that once. It will show an error but sometimes it transfer with the error. It should be fixed on the next update.,4,2023-04-11 17:03:32,CBE,Google Play
"1- Always mixes up sequence of transaction history and also takea very long to update those 2- doesnt generate the reciept page when you transfer to other banks, mostly displays an error image. 3- struggles to work in places with 2G connection. Generally its a good app since the USSD is a nightmare we will be ok with this.",2,2024-03-23 08:38:25,CBE,Google Play
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12 12:34:54,CBE,Google Play
"Why doesn't it show your previous bank balances alongside the transactions! It should show previous balances too! Only shows recent transaction, it must show old transactions as well! It would be great if you could print your bank statement from the app",1,2023-05-25 15:28:06,CBE,Google Play
Make it available to all smart phone. It selects some phone to be down load from play store. It also better to be transfer through xenders . Better from previous one but need some support to be available to all smart phone.,5,2020-08-05 21:49:34,CBE,Google Play
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,2023-08-01 15:44:12,CBE,Google Play
"The app doesn't have more option. I expected more and convinient features than other local banks mobile app however i found it poor. Pls add option where clients can check statment back dated, ....etc u need to advace the security like disabling screen shots from mobile device. I recommend you to bench mark Wells Fargo app.",1,2021-09-14 17:39:43,CBE,Google Play
Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,4,2024-05-28 13:03:07,CBE,Google Play
I tried to transfer a payment to my friend. The app did not show me any confirmation of a payment I belived as the payment was not sent to my friend so I tried many times. At the end I have found out that my account was out of balance. Its A Crazy And Unreliable App.,1,2021-06-03 15:23:41,CBE,Google Play
"You guys really need to improve the app. I know there are lots of users, more than any other bank. But still look at telebirr. There is an issue of receiving text when money is deposited. Buying airline ticket is a Hussle. The app in its current state doesn't represent the giant CBE!!",1,2023-07-14 09:09:36,CBE,Google Play
"I feel good, it is time and energy saving and also the first platform to digitalization of the financial issue. I want to remanid the developers to make more accessible and add more feature to it!",5,2023-07-26 18:55:02,CBE,Google Play
"I love this app, it is easy to use and makes my life easier. Sometimes it says time out but sends money and sends agin. To send for other banks it is almost difficult and for other telbirr customers not totally possible yet. If these issues solved, the app is supper 5 star.",5,2022-12-12 21:09:28,CBE,Google Play
"CBE, please fix this app or you'll be left behind. Considering this was one of the first banking apps in Ethiopia, most bugs should have been fixed by now. But bugs still abound. It worked from outside Ethiopia but not for long. I haven't been able to use it (from outside Ethiopia) for the past 4 weeks. No updates visible. Nothing against the country that I dearly love. But this app is the one-eyed version as far as banking apps go. You know... a one-eyed man is a king...",3,2021-06-28 16:55:52,CBE,Google Play
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,2023-08-03 20:32:04,CBE,Google Play
"I’ve noticed two key issues with your app: 1. Username Visibility: The app doesn’t display the username, making verification difficult. Please add this feature. 2. Transaction History: Transaction history gets deleted if the app is reinstalled. This data should remain accessible unless manually deleted by the user. A ""Load More"" option for older transactions would also be helpful. These issues have caused inconvenience. Fixing them would greatly improve the user experience. Thank you.",5,2024-12-01 12:51:25,CBE,Google Play
"The CBE Mobile Banking App has truly exceeded my expectations. It offers a seamless and reliable banking experience right at my fingertips. From checking my account balance to transferring funds, the app performs flawlessly every time. It's impressive.",5,2023-12-16 09:43:38,CBE,Google Play
"Nothing is working after the last update. Please fix it. With the previous version, when transfering money, it shows error message while the transfer is already made. It is causing unnecessary double transfers.",3,2023-10-12 13:21:24,CBE,Google Play
"1. Withdrawal messages are not received regularly 2. Apps need to be more friendly use in terms of operation, 3. Apps lack some advanced security features, Additional comment: 4. Now that we are using modern technology, requirements for Bank Book should fade away with time. Some Branch offices do not entertain customers w/out Bank Book. Thanks and best regards",3,2022-03-08 08:54:10,CBE,Google Play
I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,2,2020-09-11 16:26:04,CBE,Google Play
"This ought to be a major update in a while. The graphical user interface has been well improved. However, a very important feature that used to exist in the old versions, which used to allow the user to transfer money within his own accounts in the CBE at ease has to be reinstated back.",3,2020-06-29 08:18:26,CBE,Google Play
"Since I started using this app it. Really helped me a lot. The CBE started some years ago and it is good progress, other foreign banks has money years experience and and the technology is theirs. Yes some inconvenience can occur the bank have to simplify it fast. Keep on going!!!",4,2022-12-15 09:22:45,CBE,Google Play
"What a trash app! Trash! Trash! Trash! Whenever you want to use the app after once you uninstall it, or receive it from someone else, it will ask you for a new verification. Again, after you clear the cache and data, you will be required to ask a verification code from the nearby bank physically too! What a shame! Never use this app! Your account pass code is unsecure in this app. STOP using this app! I Do!",1,2024-09-10 21:55:08,CBE,Google Play
"It cannot start. The old version was working perfectly. I am currently out of Ethiopia and cannot go to the bank to see what is the problem. Now I have no access to my account and with coronavirus travel restrictions, cannot go back to Ethiopia either. Is it possible to get an authorization key so that user can remotely reinstall/register the app?",1,2020-07-23 02:18:25,CBE,Google Play
"With your new CBE mobile app version, it is gonna be alright and much interactice I hope. However, using it in weaker internet connection is often tiring... 4 issues... 1. One thing, please allow the use to subscribe or unsubscribe from the service without the subscriber requiring him to come to your office in person.... 2. You may also introduce two-factor authorization, like if someone even has got your pin, 3. Consider includng water billing and 4.update your apps often work on improvements",3,2020-06-26 16:02:20,CBE,Google Play
"1.Very unstable, continuously crashes. 2.There is an incredible amount of balance and transaction synchronization errors. 3.Have tries to make a transfer of 60k since yesterday still not able to due to errors popups with no message to explain error. For a bank, that is quite embarrassing and dangerous.",1,2024-03-09 16:11:53,CBE,Google Play
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02 10:23:53,CBE,Google Play
It is a a much better App than other Private Banks. But you have to include the following options; 1. The Bank Statement should be Unlimited. It should allow to see all Transactions by Tracing Back. No Need to Limit it with only one Page Transaction (May be 10Page). 2. You have to Work on transferring Money to other Banks too. You can ask additional payment for it. But the Service will be Essential for Us.,5,2021-09-21 07:46:23,CBE,Google Play
fast and simple easy to use 👌,5,2025-05-12 15:39:56,CBE,Google Play
"I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.",5,2024-07-19 18:51:55,CBE,Google Play
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,2024-08-09 11:14:24,CBE,Google Play
We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,1,2024-03-12 12:01:31,CBE,Google Play
"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !",1,2020-09-15 20:39:40,CBE,Google Play
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04 23:37:38,CBE,Google Play
"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",1,2024-03-14 08:38:05,CBE,Google Play
Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,1,2024-04-12 15:57:16,CBE,Google Play
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11 00:27:52,CBE,Google Play
"I am extremely disappointed with this App. Every time I try to change my PIN, I receive an error message saying ""unable to connect to server."" Additionally, my transaction processes always fail. As a well-known company, I expected better service from CBE.",1,2023-11-11 07:03:45,CBE,Google Play
"Dear all, if you're an iOS user then the new update doesn't work at all. Those of you who use the Android App and you've been having troubles your user credentials have expired that's why it doesn't even load your balance, so you need to go to your branch and have them fix that!",1,2021-05-18 12:03:13,CBE,Google Play
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,2024-08-21 15:30:56,CBE,Google Play
The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,1,2024-09-11 20:25:11,CBE,Google Play
"My internate banking is not allowing me to transfer to another bank. While having this app, the application asks me to contact a nearby nmbranch. Don't save your money trysting this application. It is so bad! It doesn't even have help icon included. I dislike this up.",1,2022-02-04 14:00:15,CBE,Google Play
"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",5,2023-01-06 21:50:49,CBE,Google Play
"I used this app for a long time , and i like it, its user friendly, not complicated at all, and more over it makes life easier for real. But the now after some times, this app is working better only on wifi, .. its veary hard to use it with mobile data, so please do something",3,2021-06-08 06:28:05,CBE,Google Play
"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",4,2021-08-24 10:26:49,CBE,Google Play
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30 17:34:38,CBE,Google Play
Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,4,2020-11-01 23:25:31,CBE,Google Play
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10 21:54:58,CBE,Google Play
"The app got dumber in the last update. Poorly organized, redundant item across different categories. I wrote this review with my phone barred from calls because I couldn't settle my bill from your old ""utilities"" or the newly added ""utility"" tab.",1,2024-03-06 14:08:57,CBE,Google Play
"The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.",4,2020-08-01 23:13:26,CBE,Google Play
easy to use and user friendly,5,2025-03-31 18:44:26,CBE,Google Play
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01 09:24:35,CBE,Google Play
"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",1,2023-12-14 08:29:14,CBE,Google Play
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03 17:15:07,CBE,Google Play
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16 11:47:42,CBE,Google Play
"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",1,2024-12-15 08:02:03,CBE,Google Play
"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",5,2023-12-11 22:38:41,CBE,Google Play
"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",1,2024-09-02 13:32:35,CBE,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17 09:01:39,CBE,Google Play
It's good but try to make it facilitate for your client,4,2025-06-02 09:11:40,CBE,Google Play
"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",1,2023-07-23 09:57:18,CBE,Google Play
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25 11:11:13,CBE,Google Play
Amazing applicatiom sometimes doesnt work!,5,2025-05-18 16:37:20,CBE,Google Play
"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",3,2023-10-26 11:18:57,CBE,Google Play
I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,5,2020-09-25 13:42:18,CBE,Google Play
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,2024-08-29 14:13:16,CBE,Google Play
"It is a very nice and easy app to use. There is only one thing i would like you to add. If you could transfer from your account to another person's telebirr account, it only works to your own phone number",5,2024-05-02 16:04:42,CBE,Google Play
"Better than pervious,Nice interface and looking. However , *better to include balance after each withdraw/deposit. *include water services ( You show it in the app but not there) *Make it Printable via bluetooth printer *",3,2020-08-18 17:47:25,CBE,Google Play
"Terrible! I had to use it to pay for my service at Document Authentication & Registration office. I hit confirm it says try again & I hit confirm again & it ends up sending the money twice. Then I had to write a letter to the office to get my money back & it is been more than 2 weeks but I didn't get my money back yet. I talked the issue to my branch they said you are lucky the issue is with a gov't office, they would do their accounting and return your money, but there is nothing they can do.",1,2022-03-05 07:05:13,CBE,Google Play
"After the update I received today, I have tried to conduct transfer to other CBE accounts and it continously brings error messages saying none available. It is also not allowing me to download the transacation picture as is advertised here. Please do something CBE as this app is continuing to frustrate me again and again.",3,2021-06-04 20:01:43,CBE,Google Play
"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",5,2022-03-18 12:34:46,CBE,Google Play
"grate application, simple and fast. just 2 comments. 1, on recently transaction list please make the very recent first. it lists randomly. 2, put a copy icon next to account number so that we can copy instantly.",5,2023-10-14 05:33:35,CBE,Google Play
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13 10:51:02,CBE,Google Play
"Amazing, very friendly and awesome application. Only one drwaback is that you are not willy to make it active after blocking the mobile banking via 951. I am not still using once blocked. You send me to the branch banks but they don't have enough skill to help.",5,2024-05-12 17:24:57,CBE,Google Play
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15 11:50:11,CBE,Google Play
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05 20:19:41,CBE,Google Play
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19 20:11:50,CBE,Google Play
"Before years later i used this app and is used to work in mobile data eventhough it doesn't have different features like this version but now it doesn't even sync my balance and even can't use any of the services it says "" can't sync "" and "" none available "" 😡🤬😡",1,2020-12-16 02:57:31,CBE,Google Play
"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",4,2023-05-02 11:49:23,CBE,Google Play
"Very unsafe! The password is stored in the phone, which is very unsafe. And once you entered the password, there is no timeout nor ask for password while making transaction. Therefore, if you have stolen your phone, you may end-up loosing your money",1,2021-10-13 21:16:23,CBE,Google Play
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22 23:49:58,CBE,Google Play
"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",2,2024-07-13 20:48:26,CBE,Google Play
"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",1,2022-02-12 16:48:53,CBE,Google Play
"this app is very useful app,it saves time,and it is secure",4,2025-05-21 11:43:38,CBE,Google Play
user-friendly apps.because this app is easy.,5,2025-05-22 16:46:03,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22 16:03:46,CBE,Google Play
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14 17:40:03,CBE,Google Play
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17 13:50:46,CBE,Google Play
it is reliable and easy to use.,5,2025-05-20 17:50:21,CBE,Google Play
The fastest transferring app I ever had its so reliable,5,2025-05-11 14:03:25,CBE,Google Play
"i can't make Screenshout in this app, please made modification",5,2025-05-20 08:44:31,CBE,Google Play
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07 10:04:12,CBE,Google Play
"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...",4,2020-11-10 14:55:38,CBE,Google Play
it's easy and fast,5,2025-05-10 13:39:25,CBE,Google Play
the most annoying mobile banking app I've ever seen,1,2025-05-20 17:21:51,CBE,Google Play
I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.,1,2020-10-27 11:23:50,CBE,Google Play
"it,s good app and time manager 👍",5,2025-05-30 19:13:36,CBE,Google Play
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01 08:59:21,CBE,Google Play
"1. It is good, flexible, simple and easy. But it can't serve offiline and didn't compliment with the ussd *889# 2. Checking Account balance is off and hidden under transfer.",4,2024-01-17 02:08:06,CBE,Google Play
"Can developers present options to see transactions details like locations ( city ) or CBE branches where transactions are initiated or identity who wired transfers rather than simple generic term ""transfer"" ? This option helps to track cash in flows without going to nearby CBE branch to learn details of a transaction. Apart from this, the app is great and make life easy.",4,2021-09-03 06:33:13,CBE,Google Play
It's the worst! I just transfer from my cbe account in to my tele birr account for urgent case but unfortunately it holds. And there customer service workers told me it will be returned in to my cbe account after 3 or 5 working days if its not credited in to my telebirr account. How's that working? This bank is a pioneer in from the country. It's really annoying this happens for second time. Please amend your network services. Am totally annoyed by cbe.,1,2024-09-07 15:54:58,CBE,Google Play
Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,1,2024-02-02 17:33:57,CBE,Google Play
"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18 14:29:27,CBE,Google Play
"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29 04:10:45,CBE,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10 17:38:54,CBE,Google Play
Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,5,2021-12-29 13:56:20,CBE,Google Play
"the app is very good, but why screenshots is impossible?",5,2025-03-31 20:54:32,CBE,Google Play
best app for this vast digital finanical word,5,2025-03-23 06:23:03,CBE,Google Play
wonder full and it is easy to use,5,2025-04-08 15:41:25,CBE,Google Play
why did the screen shot stopped ?????,3,2025-03-24 11:04:50,CBE,Google Play
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28 08:40:37,CBE,Google Play
bring back the screenshot feature.,1,2025-04-05 20:17:01,CBE,Google Play
very good app and stars faction with work,5,2025-04-02 01:37:43,CBE,Google Play
easy and reliable,2,2025-04-08 13:16:22,CBE,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06 10:41:10,CBE,Google Play
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13 23:48:47,CBE,Google Play
"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",1,2024-03-30 10:54:21,CBE,Google Play
very interesting app i am using every day fantastic,5,2025-04-14 14:12:07,CBE,Google Play
Screenshot or slip not working,2,2025-03-22 21:22:55,CBE,Google Play
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06 12:08:20,CBE,Google Play
very busy I don't know why... I prefer 889,3,2025-05-22 19:55:41,CBE,Google Play
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20 00:11:48,CBE,Google Play
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21 11:19:31,CBE,Google Play
"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04 15:17:30,CBE,Google Play
"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",4,2023-01-12 10:51:14,CBE,Google Play
It's best app but Please add(included) payment of water bill,4,2025-03-17 12:44:47,CBE,Google Play
"It's been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!",4,2024-02-14 16:24:09,CBE,Google Play
It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,2023-07-07 12:07:14,CBE,Google Play
- Stop showing toasts on errors. It keeps showing up after app is closed - Show paged transaction history. The latest 10 is not enough. - Network error is happening and it's taking money without filling airtime to my phone ...,1,2020-12-13 04:01:34,CBE,Google Play
"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.",4,2023-03-22 21:18:34,CBE,Google Play
This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13 12:40:36,CBE,Google Play
The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,1,2024-12-20 13:05:53,CBE,Google Play
"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",1,2025-01-07 02:25:32,CBE,Google Play
"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05 12:18:52,CBE,Google Play
Convenient and safe to use! Better to show more transaction history 👍,5,2024-12-14 19:50:23,CBE,Google Play
It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,3,2024-12-18 14:04:52,CBE,Google Play
"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",1,2025-02-28 12:45:51,CBE,Google Play
I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,2025-01-28 10:07:46,CBE,Google Play
Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,2025-01-28 19:19:32,CBE,Google Play
Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,2025-01-07 12:14:53,CBE,Google Play
Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03 18:10:13,CBE,Google Play
The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30 16:32:03,CBE,Google Play
The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31 15:40:05,CBE,Google Play
"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20 18:57:09,CBE,Google Play
It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25 21:51:36,CBE,Google Play
Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29 16:34:26,CBE,Google Play
"Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01 21:39:47,CBE,Google Play
"You can not track your transaction history with correct date, time and order",1,2025-01-07 08:41:50,CBE,Google Play
This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18 17:03:07,CBE,Google Play
The app crashes too many times. It's a buggy app,1,2025-03-03 10:56:52,CBE,Google Play
"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10 09:10:40,CBE,Google Play
very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23 02:08:23,CBE,Google Play
"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16 03:40:48,CBE,Google Play
"I am facing difficulties related to network issues, while I have a good internet connection.",1,2025-01-11 15:04:45,CBE,Google Play
It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,2025-01-08 17:34:22,CBE,Google Play
"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22 06:13:36,CBE,Google Play
The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25 18:57:14,CBE,Google Play
"After the last two update, I am facing the worst experience with this app.",1,2025-02-02 07:44:25,CBE,Google Play
"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06 17:51:31,CBE,Google Play
"It is Nice, but some times details of credited amount not shown from whom sent.",4,2025-01-12 04:53:48,CBE,Google Play
